penalty,.metric,.estimator,mean,n,std_err,.config
1.0481131341546852,rsq,standard,0.6291066822417364,10,0.03132366411787537,pre0_mod38_post0
1.2648552168552958,rmse,standard,5.355426242624174,10,0.14643411163114503,pre0_mod39_post0
1.2648552168552958,rsq,standard,0.627527269133619,10,0.03176850547605246,pre0_mod39_post0
1.5264179671752318,rmse,standard,5.389287199075708,10,0.1460893588206267,pre0_mod40_post0
1.5264179671752318,rsq,standard,0.6255489173235834,10,0.03224685208982086,pre0_mod40_post0
1.8420699693267144,rmse,standard,5.432687135741591,10,0.14546380343977197,pre0_mod41_post0
1.8420699693267144,rsq,standard,0.6231013760927292,10,0.03275208010243711,pre0_mod41_post0
2.2229964825261934,rmse,standard,5.487201386919844,10,0.14455660837145246,pre0_mod42_post0
2.2229964825261934,rsq,standard,0.6201014434260176,10,0.033280865624581935,pre0_mod42_post0
2.6826957952797246,rmse,standard,5.554232024335712,10,0.14341940541862713,pre0_mod43_post0
2.6826957952797246,rsq,standard,0.6164754671468216,10,0.033826363661271876,pre0_mod43_post0
3.2374575428176433,rmse,standard,5.634947584084769,10,0.14215464614102172,pre0_mod44_post0
3.2374575428176433,rsq,standard,0.6121383596449324,10,0.03437970975505266,pre0_mod44_post0
3.906939937054613,rmse,standard,5.730086149983657,10,0.1409378967156084,pre0_mod45_post0
3.906939937054613,rsq,standard,0.6070047060872618,10,0.03493118724849058,pre0_mod45_post0
4.714866363457389,rmse,standard,5.839830762687798,10,0.14001373679267964,pre0_mod46_post0
4.714866363457389,rsq,standard,0.600984346588244,10,0.035471133662082224,pre0_mod46_post0
5.689866029018293,rmse,standard,5.963662492777524,10,0.13965264456308726,pre0_mod47_post0
5.689866029018293,rsq,standard,0.5940025367608682,10,0.03598633773301405,pre0_mod47_post0
6.866488450042998,rmse,standard,6.100352759836831,10,0.14014083723690135,pre0_mod48_post0
6.866488450042998,rsq,standard,0.5859912371689827,10,0.03646519339264481,pre0_mod48_post0
8.286427728546842,rmse,standard,6.248010592794035,10,0.1416854338379519,pre0_mod49_post0
8.286427728546842,rsq,standard,0.5769116516047775,10,0.03689475204531867,pre0_mod49_post0
10,rmse,standard,6.404176005220326,10,0.14439333799220402,pre0_mod50_post0
10,rsq,standard,0.5667695914115786,10,0.03726253586157628,pre0_mod50_post0
