dia,estacion,indice_trafico,viento_kmh,humedad,temperatura_c,velocidad_promedio,no2_ppb,co_ppm,entregas_urbanas,lluvia_mm,inversion_termica,pm25_ug_m3
2024-02-12,invierno,91.97012094197567,10.3301485250473,75.53228965544126,27.771580645751467,20.60501697145404,50.92977002365516,1.339298743581537,2501.8741308215563,0.9845811208934749,0,46.367240973511706
2024-02-13,invierno,83.11413455705215,14.497340199935357,69.58860064540102,27.08976524975362,22.387102216264324,47.18722275827607,1.1209521671820175,2228.170963096145,4.088876381848677,0,46.83996967075099
2024-02-14,invierno,95.45520651756304,10.80999048078022,57.105564050571004,22.56052876552419,15.565048170315011,52.915784600924,1.370999032197235,2452.7941134355524,2.715545772558478,1,46.255848647767955
2024-02-15,invierno,78.08344736417017,9.873794017806603,66.12239454555169,27.188482211409397,25.153723961765124,34.66414600770036,1.0287271138864156,2202.9324055356647,2.069632790880334,0,42.96887686412069
2024-02-16,invierno,46.917613218560014,10.695258404598299,55.71907111993878,16.832767884704534,33.982300069396835,25.394353080852163,0.7140233865326332,1965.3115161257438,2.2408094445789666,0,35.48895327675834
2024-02-17,invierno,63.472823290732165,9.593554734266117,39.37514877389563,21.50440727884752,33.85870245053787,36.445189459661194,0.8827501018032019,1908.6241006080909,0.9040425561000205,0,38.24474127605585
2024-02-18,invierno,82.86847882094749,11.717989704921056,37.89792729787814,23.16705049435508,17.658239121809267,40.087292353052256,1.1856187113516339,2444.939406206142,1.7751457309788516,1,44.38537477259102
2024-02-19,invierno,63.57316646367966,12.682518434607498,42.635585905087,23.74254815504203,37.0574258827642,35.59136547541449,1.0094985110049164,2229.391334296772,0.3191665528072778,0,31.068783027003313
2024-02-20,invierno,74.98009148761423,4.4687461451697725,68.22350215876332,19.982450356888883,25.665848820390977,37.79765676825046,1.3486203869054463,2186.6296369117595,3.903595930831528,0,46.1587780757609
2024-02-21,invierno,63.81159179813361,9.623342557833082,78.68934821316248,25.53973460471463,33.77985552610371,42.2845485734766,1.0024283226541943,1969.9996989061326,1.776176772698937,0,44.059747922893116
2024-02-22,invierno,75.66816709547537,7.594154945432881,60.762838507048386,21.988401662512473,27.535149742500437,41.68248524624038,1.2053492771884144,2360.580639145959,6.812433912289203,0,43.326763744073794
2024-02-23,invierno,69.9756406221409,13.02891912361493,52.13195317775349,17.83460467760121,31.1976556132328,33.67609787587997,1.2106168345505994,2263.3728504183896,0.12702307248731634,1,49.115873411884294
2024-02-24,invierno,69.41811041789039,10.624398711094074,74.21556498606522,30.122135532789567,29.725989588324307,40.30040859821245,1.1031261119053597,2074.99860962621,1.9517215122065057,1,51.4267272878699
2024-02-25,invierno,77.45555783149683,5.636145167965692,66.38550132786618,19.046395979159826,24.59964181288767,43.44686272243346,1.1403044403254472,2225.84660453326,0.05810943173314715,1,57.58729715196817
2024-02-26,invierno,87.7533094858355,12.50328806305158,84.60869114832082,19.77534911090375,21.395738516630917,39.76115446641127,1.252707437084431,2398.665823682846,0.8203847455206923,1,45.03206395382823
2024-02-27,invierno,64.80206753942535,2.199362528705306,68.7737456847207,25.076871982281435,25.21278071507173,36.90150069915323,0.9422187490372144,1966.0609538993,0.6125194283857351,0,43.27526737298284
2024-02-28,invierno,55.66502750016363,14.603366391366459,70.35166544282194,20.075250385855465,33.876337774363265,31.507664654040816,0.9952151335714631,1821.9341656567537,8.092132865066885,1,40.24488515862374
2024-02-29,invierno,83.86373932451606,4.58519574926369,76.53586012718084,17.71135059298625,19.806061034518752,52.82831682578436,1.2756808224738414,2322.486072693179,8.877967137522113,0,46.69553771749835
2024-03-01,primavera,53.12968218445961,17.98849219833223,73.42635771729965,31.70547797341401,32.69942942111661,22.809799310277242,0.676482750482774,1926.6790771283806,3.0812700267553086,0,10.699142337058074
2024-03-02,primavera,74.02710707765144,8.544339211175657,48.86664140937872,24.838842249938445,25.107503417252715,37.63612658090122,0.9925076316345979,1819.4391790554437,4.7029505986367965,0,35.26611340927527
2024-03-03,primavera,79.3094249841949,9.239888084683031,78.27683241131587,17.113882096143794,26.23163162225991,60.00042543801672,1.110919434601521,2187.0568970741247,5.352450373698875,0,34.02207728934493
2024-03-04,primavera,72.88010267206225,6.069006407388403,59.913116025518136,18.54050418793646,31.554574296036392,34.92153176787809,0.901681840642891,2082.2727106350244,0.5772558350029454,0,34.919029332444126
2024-03-05,primavera,92.3872927901412,3.7263517410398723,76.84115802918865,22.517510478156247,16.19919013208545,41.335155489608994,1.226861315351917,2412.392510647172,6.244290328977849,0,41.660272019284704
2024-03-06,primavera,68.76575173475295,11.878003614147556,70.14584743795224,22.924448393754165,29.650125128623223,39.24744921890101,1.085775839273977,1997.4125953867556,2.5372839498916675,0,29.01664099631584
2024-03-07,primavera,83.90999315676804,4.871257351806361,58.71748052718189,17.89938447241344,22.950839526100303,36.765648781311,1.160737198242474,2182.635510848967,2.3122989256533906,0,40.04667533962762
2024-03-08,primavera,87.3379512561508,13.871349840450893,66.48964090935262,22.502140261948398,25.019961797900745,53.31027232348215,1.336752495370531,2309.455791342612,10.480960947012,0,30.48572128546183
2024-03-09,primavera,69.56552713004379,2.834504009780469,59.66068272671642,12.685322826548063,24.722534592430854,34.54576669477005,1.030135685074307,2027.5874810729606,2.541313434234928,0,32.0904263214593
2024-03-10,primavera,76.956361810437,8.126310221596095,77.50187680619665,19.43694604436791,21.53509313077826,45.37464204372323,1.198669426434263,2223.1422881512,4.491581315903516,0,44.909921429431286
2024-03-11,primavera,60.68374778494999,13.160139882568881,54.32055815952174,16.56050285796811,32.0383105675839,36.57281429806563,0.7557409433683006,1931.222521087816,4.0703711444518875,1,29.50782248084963
2024-03-12,primavera,84.97939062101571,10.100802339007158,71.67984426735123,18.699245438006315,25.07900410204336,43.81378348635428,1.1906494373868508,2186.59769973912,3.6917762606956406,0,33.29255207729965
2024-03-13,primavera,78.6368052687498,13.44790894231295,32.064056328117225,23.41508536665648,27.907615302022396,40.265251893245114,1.1417066253008594,2063.9277515433346,2.01173953905022,0,32.88597716600665
2024-03-14,primavera,49.91859137207139,11.650138846176908,51.476930497419914,28.8623506450675,30.17051487633004,20.67619188931824,0.8431828414651076,1841.7023378514045,1.4733143630502306,0,23.50951005049637
2024-03-15,primavera,71.50125221872561,10.894640869476175,58.47770230956444,22.81969794318628,21.36187176802516,32.01622818348621,1.0314987695221778,2111.244610621993,0.11256687816114136,0,37.0401495474542
2024-03-16,primavera,76.12599338671804,18.219898460842018,45.1099154041369,23.280185930572586,31.991540835405914,33.539919757204956,1.1352082361133633,2191.45273428466,0.2598163015068303,0,19.985038443113957
2024-03-17,primavera,80.86255590404284,6.7595669622927685,79.23571630392911,17.7523003527665,24.526942264962138,41.00817479124929,1.081480134973002,2364.3594328607005,2.59133068462438,0,41.34682536310118
2024-03-18,primavera,70.52627864576566,10.429732782604148,53.80984928264559,24.734051255305836,28.172828278988554,46.84259803071467,1.106122231040064,1983.8172533534264,0.30834191577260106,0,34.5246329833924
2024-03-19,primavera,56.74692439208033,7.6194406339824345,39.22337122355221,23.939292757123123,32.02848370382355,33.19882902718539,0.834897693349171,2014.2959945222278,1.0523646548010217,0,24.802370700596867
2024-03-20,primavera,68.77731322955808,7.527209079387649,52.73918190989896,25.043827955137772,27.1063862977187,42.47724731301234,1.1518501204101779,2097.0285054103947,2.2111720960694905,0,35.133564937239456
2024-03-21,primavera,91.88914403266263,9.660733721322412,74.97133584509878,14.298190098385081,17.036929931681154,43.76104666257733,1.2691050362239997,2496.090125887314,0.5046031117186827,0,30.669842166352083
2024-03-22,primavera,57.72461539880546,7.087795935139618,38.40155705380631,19.6843877988482,32.24231895715436,29.18527861531529,0.8699852355412523,1877.7494505797486,0.2858564779295246,0,37.45296279711456
2024-03-23,primavera,57.94651635120919,13.84728392073012,54.66328565655131,18.543974713513823,29.048203489012437,35.49707415251602,0.898808767714329,2017.9086399264393,1.606092839993005,0,19.642042155570373
2024-03-24,primavera,65.15515063859378,14.276836004616921,69.11018477108777,12.175495122195825,27.935100000334835,31.392931928985895,0.990782862178176,2070.1571555306664,1.139939107058876,0,24.84557851674355
2024-03-25,primavera,41.41593573673315,12.54548659027457,44.384846638486216,20.82975255501217,41.558867585809615,19.054875332305627,0.5962169449390543,1915.9439690614272,0.5170249319945671,0,15.064265209390658
2024-03-26,primavera,54.60575516991166,3.0835923712085576,65.58250606033525,17.08284058166983,32.94735667418382,29.599570048840608,0.8961550502637438,1979.0442754066057,2.642650460010388,0,37.76860995598389
2024-03-27,primavera,49.264967173888316,8.963480974095438,65.62038518489756,16.670336709841344,29.539485705866902,25.136941257368836,0.9949116912900102,1828.4355372869124,2.06390956374235,0,24.309731528935707
2024-03-28,primavera,83.52652873358535,12.371531022206561,66.52946711052653,18.992682007495745,21.6948135526397,36.03218528835518,1.1260986454130446,2409.84314233605,0.7190157314832996,0,36.79917984827538
2024-03-29,primavera,81.75350535452111,10.074159986073992,79.11532244758415,21.355484324969293,23.84087058242693,48.21252741449332,1.2132144360495134,2432.4488558021767,3.678167878261746,0,35.38751727023934
2024-03-30,primavera,56.48708150175541,16.4392870044549,56.778049995357065,14.865230407350303,38.6956211450856,30.149867493156837,0.9233754182234193,2051.969283688485,0.7911343582891699,1,38.77608702163995
2024-03-31,primavera,75.86688007005881,9.162993740065867,56.6304916035599,23.635962204071284,27.892535309313548,45.00703645683184,0.9660025055374016,2270.567481694745,6.114938001525963,0,38.37400941712463
2024-04-01,primavera,65.67801541628616,10.237434560313877,52.549312453590815,20.46194713913591,29.93235417893933,39.96029649790262,0.9352691250236138,2001.1173307461238,13.376851624662434,0,26.903161942768282
2024-04-02,primavera,70.87164292334893,11.857889941747237,79.45807036024263,29.047007664174224,28.319554026835863,40.67870198775155,1.0687643412851615,2116.04931384362,0.26859896328440797,0,34.18681352879222
2024-04-03,primavera,88.25644562257611,12.629294192106546,52.804110402333215,21.738820946569295,22.969884319626118,46.9998935469643,1.2528300604796114,2222.3319886619306,2.8948452179836117,0,32.834648646181066
2024-04-04,primavera,46.29300838059203,12.441545420435741,72.14010678727757,11.25030111818458,32.54919933546661,20.683690748798053,0.8421331040048479,1802.2856158093057,2.194437063391905,0,19.953216570025816
2024-04-05,primavera,66.48101948372863,8.73716917632121,65.39985889996942,21.847128589335828,28.258601447581125,33.59739013208106,1.0204109796182022,2182.884023183813,1.682296125345721,0,38.481054356287316
2024-04-06,primavera,74.10622648482321,16.508505460323967,63.58373589803611,18.833602695395804,29.85503168316933,34.99625716172419,1.0854053032664008,2151.903773439485,0.16987083848233658,0,27.507463117207283
2024-04-07,primavera,46.1519012688054,12.548614537876178,91.26121620878251,12.005486037396729,32.70610518929617,27.53837477443401,0.8225036778865281,1729.0306766009717,2.3546538033145956,0,27.638732022466005
2024-04-08,primavera,70.91209156198568,12.283699085791753,67.9287562271306,25.469048763743793,21.62140998136751,31.284280007718234,1.040347383148949,2244.8872744753085,2.0723097467629135,0,25.803086761890757
2024-04-09,primavera,80.91140982588506,6.819328915629517,55.5377870813263,18.932778333848287,30.708542538450203,37.09904155621228,1.0951884332871697,2314.2240468260625,3.0309741691671905,0,36.84658531972601
2024-04-10,primavera,67.80431219764901,6.977238149787589,38.69292124436227,12.933906960781368,29.029756714997294,40.889087186289075,0.8534780967084187,2156.7838834163526,0.5568963511413274,0,21.409185014240368
2024-04-11,primavera,70.82876385231548,8.198666126813478,60.140660701247285,22.714435447271995,31.029823715833867,39.121565242482774,0.986035863374055,2120.3828861295096,1.6353288459508373,0,32.07287649009612
2024-04-12,primavera,70.36070338630272,8.229713121344085,90.92854694827358,23.48869680190914,26.96564797796801,30.67125470916582,1.1617445259232642,2307.052750941395,1.8908384108869492,0,29.0643231463908
2024-04-13,primavera,72.8094065159969,14.31077244961645,37.93016338533086,18.83719847021517,31.72001699192503,42.36442652685286,1.1431655730023063,2105.296275316758,8.91094341017564,0,25.41656377178557
2024-04-14,primavera,77.4277075882053,14.367601269799195,80.49639056857447,26.17883406751197,27.97346541974381,39.454760005499956,0.982825335866987,2350.7860001327267,0.34923799836431046,0,39.77903367747224
2024-04-15,primavera,68.20774263736304,13.975762057089483,71.70562524433986,19.092577624036185,33.30679152475346,45.36559706867611,1.067959707347827,2019.619354075286,7.099164693345852,1,37.805561211753556
2024-04-16,primavera,46.403482146974504,10.465060583821368,46.9062047982243,18.933047527874766,38.788082029091505,32.28045294128422,0.7192862020798375,1845.780672947019,0.07230426974614512,0,21.665741322728728
2024-04-17,primavera,88.02439054365338,8.004039001692535,67.35625789387424,23.349224022119756,25.51645291560171,41.5258695935724,1.238725852213538,2461.545316950423,4.064531067323268,0,44.025494503158875
2024-04-18,primavera,60.72050196201849,4.577829698793166,95,23.688554517045862,22.485571548180882,38.883882257275005,0.8674588688170602,1998.527233081412,1.6805218935690815,0,42.922224406777595
2024-04-19,primavera,64.00877068257316,5.6896798939647315,67.53101042987836,32.609427361706864,27.88490966076036,29.859157488867275,0.8438954746561165,2219.9176198031964,1.9936964354083317,0,40.40955233599101
2024-04-20,primavera,64.52306506640825,16.938413473966268,90.12546304782053,17.954287628381763,24.23238566640339,34.984194981122705,1.0072317991514423,1837.9989737601773,5.891459171262057,0,21.27547775493033
2024-04-21,primavera,72.67722080147112,7.601649410090658,43.76176285489059,22.040825283780205,23.578301183696357,35.30758673237313,1.015528167997335,2010.9496072231082,0.4110658169014996,0,26.46809951998218
2024-04-22,primavera,68.6078580054145,7.056571372994815,59.383883516261236,23.607572178772926,27.179847551090567,35.29580671043721,1.0523796784241783,2131.8553201739005,4.597754804068709,0,43.20448465706498
2024-04-23,primavera,74.7524474236232,8.569653783313516,58.033258421775066,14.84766657385471,26.768294905843184,40.66821185596961,1.0858955713235234,2123.187398394457,2.4893466936957696,0,34.65714222418013
2024-04-24,primavera,64.36953875057401,7.0178441337237745,75.2602540759457,11.417804788867276,29.174495248986435,38.68218284820916,1.041082072146995,1836.5989286959668,4.216879251786435,0,38.42544831989825
2024-04-25,primavera,70.68119972642033,7.595421288306943,56.472614150532536,18.448105569273523,33.423563496446384,27.22339356669211,0.9140434198690742,2136.874588113634,4.515123514310004,0,22.047976195708443
2024-04-26,primavera,73.28976688652227,18.000958963163445,80.04055705044948,32.87828040412099,27.959188673217717,43.21185047312784,1.2344766944145815,2213.212333127899,7.132433838962216,0,35.82743703469413
2024-04-27,primavera,79.01309847964535,7.962018544169384,54.351347993937374,18.329685468923596,31.281279968733635,47.1919709298689,1.1248485430460913,2132.4047637787203,8.84503767295814,0,31.870766719150478
2024-04-28,primavera,63.353397447064346,8.95413543390848,61.194232048547384,21.48932073532761,31.624892846550388,39.708485316407796,0.8242349492485339,2135.971169758558,4.175407422335824,0,24.815131907667002
2024-04-29,primavera,73.41084552547792,10.579925740603512,75.18050531779316,25.930203758169426,26.690124333012395,46.23408485221184,1.0410954044285499,2235.096536286607,0.6380719122841119,0,32.54544218091765
2024-04-30,primavera,75.29798452702681,18.84645460720456,82.09071336051022,21.76599272284319,27.955043576828558,38.56420910283336,1.0902607337417232,2449.2953000350917,2.5198187326996044,0,19.27865299321463
2024-05-01,primavera,69.55622655124503,9.275183922694595,60.761227426322044,25.419804201495086,21.74609885702112,39.67458869294587,1.0295483568179415,2116.1897534593736,4.165488285734609,0,35.870435121458925
2024-05-02,primavera,66.89181265066004,11.926811388875072,41.227017997094556,17.73045411487144,34.05816191750993,38.97212822320059,0.8787355839006766,2060.3568985785164,0.15238198494519226,0,31.11764943737674
2024-05-03,primavera,82.82627247226422,12.220148953415716,51.08380309840645,23.71367975116756,24.7183658948089,37.940500324388495,1.1416134690178241,2228.197299613651,1.1457889183460817,0,33.33470440999927
2024-05-04,primavera,73.40397433611291,9.658407079720869,67.24379519324923,14.825941176744816,31.26454471195627,28.90117341346321,0.9931868415404551,2148.687023580061,10.014001031916912,0,24.835066916742207
2024-05-05,primavera,37.2242619202345,2.076268976364757,55.30864847366544,25.325869670450274,39.376151706041355,24.630953231460403,0.5601222094354542,1811.2608864542938,4.301444076350349,0,36.29526678576953
2024-05-06,primavera,67.98552545797328,16.424425785626575,85.83397798252398,16.514689814626465,29.28186572705968,22.95938906837084,1.0183770144560642,2068.636960690008,2.5970073025495797,0,20.369564608768805
2024-05-07,primavera,64.78181400362082,10.17565033228231,85.62352593147597,23.817471978629705,29.658718557647003,31.2824409087564,0.92597257285213,1981.224180299567,0.4155337688715978,0,42.25393292562942
2024-05-08,primavera,72.48942252855329,12.726629950289354,47.10049420442721,24.19450288428707,31.53471830849707,33.13234030371536,1.204435904554868,2177.060905296189,7.972032851747703,0,29.427822527184727
2024-05-09,primavera,74.5573936769259,8.002903478938132,39.12188944221134,18.655282207899983,27.0954010899896,39.70316834694169,0.9623392000117968,2200.6878706453904,0.9491846693933835,0,38.51567109242877
2024-05-10,primavera,74.77312659379484,13.259851580466437,51.927336057304885,27.173785806165192,25.666340405130477,46.5418557849458,1.0076438005449375,2163.3880536796273,1.3514474174082578,0,33.63732609252073
2024-05-11,primavera,78.63384305532045,14.382428743943192,57.370429505645674,19.37062024565978,29.96556075725493,48.167401988333864,1.0596884201997139,2123.6456571390704,3.3339830828873738,0,32.99933339090847
2024-05-12,primavera,56.847464949073554,16.88126388400108,40.3793007690399,30.278918881366614,32.00095292117757,35.399044945592124,0.8202047983689562,1921.73720969432,1.387024262395522,0,22.907545805227414
2024-05-13,primavera,51.14908577666964,7.261777076617351,40.24566657672804,12.959711382197334,33.612741872457086,31.13454205708382,0.813994162643859,1809.0784090475997,0.18079463786858313,0,28.308365843244747
2024-05-14,primavera,68.25267058733436,11.872247119800726,63.90338339079335,17.1215365272913,31.47221932466603,31.162210517008482,1.0249889606185587,1967.2345532402421,5.835102322367447,0,26.24019457874914
2024-05-15,primavera,66.54207017376135,10.046853400207164,47.9543826277732,23.601475406074897,32.185018145904174,36.12208417858362,0.8807573503668292,2088.3376209933804,3.6054257328121233,0,22.77427737061368
2024-05-16,primavera,78.7436675209852,9.335616223795537,63.1698524942726,24.577918263918978,26.847999077628543,35.43503586034983,1.1085781980948006,2410.73985945693,4.387301076370424,0,35.66225281556976
2024-05-17,primavera,85.0965024979492,7.185930150888828,54.284744809649524,22.683509582125943,25.490873227996854,38.36511981212834,1.1887186812252364,2359.7758440227994,7.056922616425903,0,31.12717173600987
2024-05-18,primavera,68.54945244880793,13.283619429497119,67.49413208463112,24.09345108115998,31.262743939035417,39.13519723867458,1.0007001520593022,2235.23696586468,0.2683738995211149,0,24.93989875372384
2024-05-19,primavera,49.10966775843722,12.639735509947753,69.7836743456595,25.171326524158328,36.45801790082188,28.427685119729457,0.7086751326725456,1707.7870529385275,3.7755720539209037,0,24.479780408492164
2024-05-20,primavera,86.11145250273242,18.584146891278557,71.51206347641896,12.652736065614688,18.546621166687707,46.65440602253626,1.257190624434584,2325.2421511538205,1.649980843642258,0,29.086563558637025
2024-05-21,primavera,74.97135199059117,2.5346660326964123,50.326376567353954,29.981076285495483,29.34700846976515,39.844110947914714,1.0141236137226524,2279.06631363549,2.27037203302457,0,52.6498714525281
2024-05-22,primavera,67.78316294874206,18.906219209238625,85.43935220320596,18.342975607927396,28.305613577640756,34.55602349575692,1.0723695712429833,2029.89292712226,0.025728754832655614,0,35.67547469852355
2024-05-23,primavera,78.31670314001649,8.583958022078047,40.40918047294984,24.015110505704005,20.958680820991415,35.01884921831202,0.9565930584376869,2204.5393894037747,0.8203025972459633,1,38.47924120443863
2024-05-24,primavera,70.30305858322033,15.485095204032127,63.901245640714805,18.711953679723102,22.98019494355561,45.290639076140415,0.911247973600663,2161.333656295063,2.633212645452751,0,31.348068438771243
