estado_id,estado,anio,consumo_cigarrillos,tratado,post
12,Estado_11,1986,106.1,0,0
12,Estado_11,1987,102,0,0
12,Estado_11,1988,103.3,0,0
12,Estado_11,1989,95.9,0,0
12,Estado_11,1990,94.4,0,1
12,Estado_11,1991,100.3,0,1
12,Estado_11,1992,91.1,0,1
12,Estado_11,1993,94.4,0,1
12,Estado_11,1994,88.8,0,1
12,Estado_11,1995,85.2,0,1
12,Estado_11,1996,79.3,0,1
12,Estado_11,1997,79.1,0,1
12,Estado_11,1998,82.1,0,1
12,Estado_11,1999,74.6,0,1
13,Estado_12,1980,101.1,0,0
13,Estado_12,1981,96.3,0,0
13,Estado_12,1982,102.6,0,0
13,Estado_12,1983,97.3,0,0
13,Estado_12,1984,98.2,0,0
13,Estado_12,1985,102.4,0,0
13,Estado_12,1986,99.7,0,0
13,Estado_12,1987,103.8,0,0
13,Estado_12,1988,100.8,0,0
13,Estado_12,1989,101.1,0,0
13,Estado_12,1990,99.8,0,1
13,Estado_12,1991,99.3,0,1
13,Estado_12,1992,97.2,0,1
13,Estado_12,1993,93,0,1
13,Estado_12,1994,89.2,0,1
13,Estado_12,1995,90,0,1
13,Estado_12,1996,88.5,0,1
13,Estado_12,1997,83.3,0,1
13,Estado_12,1998,82.2,0,1
13,Estado_12,1999,78.6,0,1
14,Estado_13,1980,110.5,0,0
14,Estado_13,1981,116,0,0
14,Estado_13,1982,112.7,0,0
14,Estado_13,1983,112.5,0,0
14,Estado_13,1984,112.6,0,0
14,Estado_13,1985,114.2,0,0
14,Estado_13,1986,106.4,0,0
14,Estado_13,1987,114.4,0,0
14,Estado_13,1988,107.3,0,0
14,Estado_13,1989,110.5,0,0
14,Estado_13,1990,106.7,0,1
14,Estado_13,1991,103.3,0,1
14,Estado_13,1992,102.7,0,1
14,Estado_13,1993,101.6,0,1
14,Estado_13,1994,100.3,0,1
14,Estado_13,1995,101,0,1
14,Estado_13,1996,98.4,0,1
14,Estado_13,1997,93.8,0,1
14,Estado_13,1998,95.1,0,1
14,Estado_13,1999,93,0,1
15,Estado_14,1980,109.2,0,0
15,Estado_14,1981,107.6,0,0
15,Estado_14,1982,104.9,0,0
15,Estado_14,1983,105.5,0,0
15,Estado_14,1984,108.4,0,0
15,Estado_14,1985,108.2,0,0
15,Estado_14,1986,102.8,0,0
15,Estado_14,1987,106.3,0,0
15,Estado_14,1988,99.9,0,0
15,Estado_14,1989,92.9,0,0
15,Estado_14,1990,96.8,0,1
15,Estado_14,1991,98.2,0,1
15,Estado_14,1992,91.4,0,1
15,Estado_14,1993,90,0,1
15,Estado_14,1994,91.7,0,1
15,Estado_14,1995,91,0,1
15,Estado_14,1996,89.6,0,1
15,Estado_14,1997,87.9,0,1
15,Estado_14,1998,88.5,0,1
15,Estado_14,1999,83.8,0,1
16,Estado_15,1980,125.9,0,0
16,Estado_15,1981,128.8,0,0
16,Estado_15,1982,126.1,0,0
16,Estado_15,1983,128.2,0,0
16,Estado_15,1984,126.5,0,0
16,Estado_15,1985,129,0,0
16,Estado_15,1986,127.3,0,0
16,Estado_15,1987,124.7,0,0
16,Estado_15,1988,129.5,0,0
16,Estado_15,1989,119.8,0,0
16,Estado_15,1990,125.2,0,1
16,Estado_15,1991,122.3,0,1
16,Estado_15,1992,118.4,0,1
16,Estado_15,1993,115.7,0,1
16,Estado_15,1994,120.9,0,1
16,Estado_15,1995,114.3,0,1
16,Estado_15,1996,112.3,0,1
16,Estado_15,1997,108.2,0,1
16,Estado_15,1998,109.9,0,1
16,Estado_15,1999,107.5,0,1
17,Estado_16,1980,107.3,0,0
17,Estado_16,1981,104.3,0,0
17,Estado_16,1982,97.8,0,0
17,Estado_16,1983,102.7,0,0
17,Estado_16,1984,99.9,0,0
17,Estado_16,1985,99.8,0,0
17,Estado_16,1986,103.4,0,0
17,Estado_16,1987,99.8,0,0
17,Estado_16,1988,96.3,0,0
17,Estado_16,1989,97.2,0,0
17,Estado_16,1990,96.4,0,1
17,Estado_16,1991,92.8,0,1
17,Estado_16,1992,89.4,0,1
17,Estado_16,1993,89.7,0,1
17,Estado_16,1994,83.5,0,1
17,Estado_16,1995,83.7,0,1
17,Estado_16,1996,84,0,1
17,Estado_16,1997,78.9,0,1
17,Estado_16,1998,74.7,0,1
17,Estado_16,1999,73.6,0,1
18,Estado_17,1980,121.7,0,0
18,Estado_17,1981,118.9,0,0
18,Estado_17,1982,118.3,0,0
18,Estado_17,1983,111.4,0,0
18,Estado_17,1984,110.3,0,0
18,Estado_17,1985,112.1,0,0
18,Estado_17,1986,106.9,0,0
18,Estado_17,1987,105.3,0,0
18,Estado_17,1988,103,0,0
18,Estado_17,1989,97.1,0,0
18,Estado_17,1990,95.4,0,1
18,Estado_17,1991,92.1,0,1
18,Estado_17,1992,88.1,0,1
18,Estado_17,1993,87.2,0,1
18,Estado_17,1994,86.3,0,1
18,Estado_17,1995,77.9,0,1
18,Estado_17,1996,77.2,0,1
18,Estado_17,1997,74.5,0,1
18,Estado_17,1998,70.8,0,1
18,Estado_17,1999,71.2,0,1
19,Estado_18,1980,101.4,0,0
19,Estado_18,1981,101.4,0,0
19,Estado_18,1982,104.5,0,0
19,Estado_18,1983,105.8,0,0
19,Estado_18,1984,108.1,0,0
19,Estado_18,1985,104,0,0
19,Estado_18,1986,100.2,0,0
19,Estado_18,1987,101.9,0,0
19,Estado_18,1988,101.7,0,0
19,Estado_18,1989,102.8,0,0
19,Estado_18,1990,96.6,0,1
19,Estado_18,1991,94.6,0,1
19,Estado_18,1992,89.6,0,1
19,Estado_18,1993,88.9,0,1
19,Estado_18,1994,92.3,0,1
19,Estado_18,1995,83.5,0,1
19,Estado_18,1996,83.9,0,1
19,Estado_18,1997,80.6,0,1
19,Estado_18,1998,77.2,0,1
19,Estado_18,1999,76.8,0,1
20,Estado_19,1980,118.8,0,0
20,Estado_19,1981,116.6,0,0
20,Estado_19,1982,115.2,0,0
20,Estado_19,1983,117.6,0,0
20,Estado_19,1984,117.1,0,0
20,Estado_19,1985,117.2,0,0
20,Estado_19,1986,117.7,0,0
20,Estado_19,1987,113.8,0,0
20,Estado_19,1988,114.3,0,0
20,Estado_19,1989,113.5,0,0
20,Estado_19,1990,113.3,0,1
20,Estado_19,1991,110.1,0,1
20,Estado_19,1992,108.1,0,1
20,Estado_19,1993,107.6,0,1
20,Estado_19,1994,99.4,0,1
20,Estado_19,1995,103.2,0,1
20,Estado_19,1996,96.1,0,1
20,Estado_19,1997,98.2,0,1
20,Estado_19,1998,89.5,0,1
20,Estado_19,1999,94,0,1
21,Estado_20,1980,104.3,0,0
21,Estado_20,1981,95.6,0,0
21,Estado_20,1982,103,0,0
21,Estado_20,1983,101.8,0,0
21,Estado_20,1984,99.8,0,0
21,Estado_20,1985,99.1,0,0
21,Estado_20,1986,91.1,0,0
21,Estado_20,1987,96.5,0,0
21,Estado_20,1988,97.2,0,0
21,Estado_20,1989,96.7,0,0
21,Estado_20,1990,94.1,0,1
21,Estado_20,1991,90.4,0,1
21,Estado_20,1992,92.1,0,1
21,Estado_20,1993,89.9,0,1
21,Estado_20,1994,85.4,0,1
21,Estado_20,1995,85.3,0,1
21,Estado_20,1996,83.3,0,1
21,Estado_20,1997,82,0,1
21,Estado_20,1998,84.4,0,1
21,Estado_20,1999,77.5,0,1
22,Estado_21,1980,101.8,0,0
22,Estado_21,1981,101.2,0,0
22,Estado_21,1982,104,0,0
22,Estado_21,1983,103.2,0,0
22,Estado_21,1984,101.7,0,0
22,Estado_21,1985,103.5,0,0
22,Estado_21,1986,98.7,0,0
22,Estado_21,1987,97.6,0,0
22,Estado_21,1988,98.9,0,0
22,Estado_21,1989,97,0,0
22,Estado_21,1990,92.2,0,1
22,Estado_21,1991,95.2,0,1
22,Estado_21,1992,88.2,0,1
22,Estado_21,1993,90.2,0,1
22,Estado_21,1994,84.6,0,1
22,Estado_21,1995,83.6,0,1
22,Estado_21,1996,76.7,0,1
22,Estado_21,1997,77.7,0,1
22,Estado_21,1998,73.6,0,1
22,Estado_21,1999,71,0,1
23,Estado_22,1980,121.6,0,0
23,Estado_22,1981,120.8,0,0
23,Estado_22,1982,122.6,0,0
23,Estado_22,1983,122.8,0,0
23,Estado_22,1984,121.2,0,0
23,Estado_22,1985,120.2,0,0
23,Estado_22,1986,120.3,0,0
23,Estado_22,1987,114,0,0
23,Estado_22,1988,114.1,0,0
23,Estado_22,1989,110.9,0,0
23,Estado_22,1990,108,0,1
23,Estado_22,1991,104.6,0,1
23,Estado_22,1992,102,0,1
23,Estado_22,1993,100.1,0,1
23,Estado_22,1994,98,0,1
23,Estado_22,1995,94,0,1
23,Estado_22,1996,86.4,0,1
23,Estado_22,1997,87.1,0,1
23,Estado_22,1998,83.6,0,1
23,Estado_22,1999,82.1,0,1
24,Estado_23,1980,103,0,0
24,Estado_23,1981,106.9,0,0
24,Estado_23,1982,100.3,0,0
24,Estado_23,1983,102,0,0
24,Estado_23,1984,107.4,0,0
24,Estado_23,1985,101.6,0,0
24,Estado_23,1986,106.4,0,0
24,Estado_23,1987,101,0,0
24,Estado_23,1988,98.2,0,0
24,Estado_23,1989,96.2,0,0
24,Estado_23,1990,96.6,0,1
24,Estado_23,1991,94.5,0,1
24,Estado_23,1992,91,0,1
24,Estado_23,1993,93.2,0,1
24,Estado_23,1994,82.8,0,1
24,Estado_23,1995,82.5,0,1
24,Estado_23,1996,80.7,0,1
24,Estado_23,1997,76.1,0,1
24,Estado_23,1998,77,0,1
24,Estado_23,1999,75.6,0,1
25,Estado_24,1980,114.8,0,0
25,Estado_24,1981,114.6,0,0
25,Estado_24,1982,116.2,0,0
25,Estado_24,1983,117,0,0
25,Estado_24,1984,117.6,0,0
25,Estado_24,1985,117.4,0,0
25,Estado_24,1986,115.5,0,0
25,Estado_24,1987,115.6,0,0
25,Estado_24,1988,110.5,0,0
25,Estado_24,1989,110.5,0,0
25,Estado_24,1990,110.4,0,1
25,Estado_24,1991,108.6,0,1
25,Estado_24,1992,110.8,0,1
25,Estado_24,1993,97.2,0,1
25,Estado_24,1994,99.6,0,1
25,Estado_24,1995,95.1,0,1
25,Estado_24,1996,94.9,0,1
25,Estado_24,1997,90.4,0,1
25,Estado_24,1998,87.1,0,1
25,Estado_24,1999,84.6,0,1
26,Estado_25,1980,93.6,0,0
26,Estado_25,1981,91.3,0,0
26,Estado_25,1982,92.1,0,0
26,Estado_25,1983,91.5,0,0
26,Estado_25,1984,90.2,0,0
26,Estado_25,1985,90.6,0,0
26,Estado_25,1986,91.4,0,0
26,Estado_25,1987,88.1,0,0
26,Estado_25,1988,90.5,0,0
26,Estado_25,1989,84.2,0,0
26,Estado_25,1990,82.4,0,1
26,Estado_25,1991,76.9,0,1
26,Estado_25,1992,72.4,0,1
26,Estado_25,1993,72.4,0,1
26,Estado_25,1994,73.2,0,1
26,Estado_25,1995,64.1,0,1
26,Estado_25,1996,60.9,0,1
26,Estado_25,1997,59.3,0,1
26,Estado_25,1998,52.6,0,1
26,Estado_25,1999,60.7,0,1
27,Estado_26,1980,103,0,0
27,Estado_26,1981,106.1,0,0
27,Estado_26,1982,107.5,0,0
27,Estado_26,1983,104.8,0,0
27,Estado_26,1984,110.3,0,0
27,Estado_26,1985,109.6,0,0
27,Estado_26,1986,105,0,0
27,Estado_26,1987,109.2,0,0
27,Estado_26,1988,97.2,0,0
27,Estado_26,1989,99.4,0,0
27,Estado_26,1990,100.7,0,1
27,Estado_26,1991,97,0,1
27,Estado_26,1992,94.7,0,1
27,Estado_26,1993,91.5,0,1
27,Estado_26,1994,87.8,0,1
27,Estado_26,1995,86.6,0,1
27,Estado_26,1996,87.5,0,1
27,Estado_26,1997,85.1,0,1
27,Estado_26,1998,80.5,0,1
27,Estado_26,1999,82.6,0,1
28,Estado_27,1980,111,0,0
28,Estado_27,1981,108.2,0,0
28,Estado_27,1982,104.6,0,0
28,Estado_27,1983,106.3,0,0
28,Estado_27,1984,104.3,0,0
28,Estado_27,1985,106.7,0,0
28,Estado_27,1986,106.5,0,0
28,Estado_27,1987,107.1,0,0
28,Estado_27,1988,107.9,0,0
28,Estado_27,1989,105.8,0,0
28,Estado_27,1990,100.7,0,1
28,Estado_27,1991,103.4,0,1
28,Estado_27,1992,99.1,0,1
28,Estado_27,1993,99.7,0,1
28,Estado_27,1994,93.4,0,1
28,Estado_27,1995,91,0,1
28,Estado_27,1996,95.9,0,1
28,Estado_27,1997,91.4,0,1
28,Estado_27,1998,92.9,0,1
28,Estado_27,1999,91,0,1
29,Estado_28,1980,108.2,0,0
29,Estado_28,1981,108.2,0,0
29,Estado_28,1982,105,0,0
29,Estado_28,1983,108.1,0,0
29,Estado_28,1984,102.4,0,0
29,Estado_28,1985,101.8,0,0
29,Estado_28,1986,104.9,0,0
29,Estado_28,1987,98.6,0,0
29,Estado_28,1988,97.3,0,0
29,Estado_28,1989,95.5,0,0
29,Estado_28,1990,97.1,0,1
29,Estado_28,1991,93.8,0,1
29,Estado_28,1992,90.8,0,1
29,Estado_28,1993,90.5,0,1
29,Estado_28,1994,86.8,0,1
29,Estado_28,1995,87,0,1
29,Estado_28,1996,82.2,0,1
29,Estado_28,1997,77.1,0,1
29,Estado_28,1998,81.4,0,1
29,Estado_28,1999,78.9,0,1
30,Estado_29,1980,126.8,0,0
30,Estado_29,1981,128.1,0,0
30,Estado_29,1982,124.8,0,0
30,Estado_29,1983,130.3,0,0
30,Estado_29,1984,128,0,0
30,Estado_29,1985,126.2,0,0
30,Estado_29,1986,127.6,0,0
30,Estado_29,1987,122.3,0,0
30,Estado_29,1988,121.6,0,0
30,Estado_29,1989,123.5,0,0
30,Estado_29,1990,115.7,0,1
30,Estado_29,1991,114.9,0,1
30,Estado_29,1992,116.4,0,1
30,Estado_29,1993,111.6,0,1
30,Estado_29,1994,117.6,0,1
30,Estado_29,1995,110.8,0,1
30,Estado_29,1996,112.7,0,1
30,Estado_29,1997,108.8,0,1
30,Estado_29,1998,104,0,1
30,Estado_29,1999,106,0,1
31,Estado_30,1980,113.5,0,0
31,Estado_30,1981,109.5,0,0
31,Estado_30,1982,108.5,0,0
31,Estado_30,1983,109.7,0,0
31,Estado_30,1984,111,0,0
31,Estado_30,1985,108.1,0,0
31,Estado_30,1986,105.3,0,0
31,Estado_30,1987,111.8,0,0
31,Estado_30,1988,108.2,0,0
31,Estado_30,1989,104.6,0,0
31,Estado_30,1990,106.3,0,1
31,Estado_30,1991,101.7,0,1
31,Estado_30,1992,95.9,0,1
31,Estado_30,1993,101.5,0,1
31,Estado_30,1994,98.9,0,1
31,Estado_30,1995,100.6,0,1
31,Estado_30,1996,91.2,0,1
31,Estado_30,1997,93.2,0,1
31,Estado_30,1998,93.8,0,1
31,Estado_30,1999,95.1,0,1
